0,5
0,5
1,10
2,16
3,15
4,11
5,8
6,6
7,4
8,3
9,3
10,4
11,7
12,15
13,17
14,13
15,9
16,6
17,4
18,3
19,3
20,4
21,7
22,15
23,17
24,13
25,9
26,6
27,4
28,3
29,3
30,4
31,7
32,15
33,17
34,13
35,9
36,6
37,4
38,3
39,3
40,4
41,7
42,15
43,17
44,13
45,9
46,6
47,4
48,3
49,3
